# m = 5910800000.000000
# a = 5000000000.000000
5.585054e+00	2.665644e+09	8.726646e-01
5.585054e+00	3.198773e+09	1.047198e+00
5.585054e+00	3.731901e+09	1.221730e+00
5.585054e+00	4.265030e+09	1.396263e+00
5.585054e+00	4.798159e+09	1.570796e+00
5.585054e+00	5.331288e+09	1.745329e+00
5.585054e+00	5.864416e+09	1.919862e+00
5.585054e+00	6.397545e+09	2.094395e+00
5.585054e+00	6.930674e+09	2.268928e+00
5.585054e+00	7.463803e+09	2.443461e+00
5.585054e+00	7.996932e+09	2.617994e+00
5.585054e+00	8.530060e+09	2.792527e+00
5.585054e+00	9.063189e+09	2.967060e+00
5.759587e+00	0.000000e+00	0.000000e+00
5.759587e+00	5.331288e+08	1.745329e-01
5.759587e+00	1.066258e+09	3.490659e-01
5.759587e+00	1.599386e+09	5.235988e-01
5.759587e+00	2.132515e+09	6.981317e-01
5.759587e+00	2.665644e+09	8.726646e-01
5.759587e+00	3.198773e+09	1.047198e+00
5.759587e+00	3.731901e+09	1.221730e+00
5.759587e+00	4.265030e+09	1.396263e+00
5.759587e+00	4.798159e+09	1.570796e+00
5.759587e+00	5.331288e+09	1.745329e+00
5.759587e+00	5.864416e+09	1.919862e+00
5.759587e+00	6.397545e+09	2.094395e+00
5.759587e+00	6.930674e+09	2.268928e+00
5.759587e+00	7.463803e+09	2.443461e+00
5.759587e+00	7.996932e+09	2.617994e+00
5.759587e+00	8.530060e+09	2.792527e+00
5.759587e+00	9.063189e+09	2.967060e+00
5.934119e+00	0.000000e+00	0.000000e+00
5.934119e+00	5.331288e+08	1.745329e-01
5.934119e+00	1.066258e+09	3.490659e-01
5.934119e+00	1.599386e+09	5.235988e-01
5.934119e+00	2.132515e+09	6.981317e-01
5.934119e+00	2.665644e+09	8.726646e-01
5.934119e+00	3.198773e+09	1.047198e+00
5.934119e+00	3.731901e+09	1.221730e+00
5.934119e+00	4.265030e+09	1.396263e+00
5.934119e+00	4.798159e+09	1.570796e+00
5.934119e+00	5.331288e+09	1.745329e+00
5.934119e+00	5.864416e+09	1.919862e+00
5.934119e+00	6.397545e+09	2.094395e+00
5.934119e+00	6.930674e+09	2.268928e+00
5.934119e+00	7.463803e+09	2.443461e+00
5.934119e+00	7.996932e+09	2.617994e+00
5.934119e+00	8.530060e+09	2.792527e+00
5.934119e+00	9.063189e+09	2.967060e+00
6.108652e+00	0.000000e+00	0.000000e+00
6.108652e+00	5.331288e+08	1.745329e-01
6.108652e+00	1.066258e+09	3.490659e-01
6.108652e+00	1.599386e+09	5.235988e-01
6.108652e+00	2.132515e+09	6.981317e-01
6.108652e+00	2.665644e+09	8.726646e-01
6.108652e+00	3.198773e+09	1.047198e+00
6.108652e+00	3.731901e+09	1.221730e+00
6.108652e+00	4.265030e+09	1.396263e+00
6.108652e+00	4.798159e+09	1.570796e+00
6.108652e+00	5.331288e+09	1.745329e+00
6.108652e+00	5.864416e+09	1.919862e+00
6.108652e+00	6.397545e+09	2.094395e+00
6.108652e+00	6.930674e+09	2.268928e+00
6.108652e+00	7.463803e+09	2.443461e+00
6.108652e+00	7.996932e+09	2.617994e+00
6.108652e+00	8.530060e+09	2.792527e+00
6.108652e+00	9.063189e+09	2.967060e+00
